,files,mean_distance,variance,standard_deviation,sqd_means,total_distances
16,parecer2-20181107_parecer2-225810.txt,0.059053829608241126,2.1417138425384336e-05,0.00462786542861656,0.0035087719298245628,16.83034143834872
17,parecer2-20181107_Emenda-20181107.txt,0.23992429290933825,0.025769667005287374,0.16052933378447495,0.08333333333333333,2.879091514912059
18,parecer2-20181107_parecer1-20181107.txt,0.26920726600028005,0.03863855904376556,0.19656693273225168,0.1111111111111111,2.4228653940025207
19,parecer2-20181107_parecer1-225810.txt,0.09108442474502669,3.6960902200900764e-05,0.006079547861551939,0.008333333333333333,10.930130969403203
20,parecer2-20181107_inteiroTeor-225810.txt,0.06835695289621121,2.2162671496336785e-05,0.004707724662332833,0.004694835680751174,14.560030966892988
21,parecer2-225810_plmoro.txt,0.007346251407411038,3.0962022003186357e-07,0.0005564352792840004,5.4277029960920865e-05,135.34733593014096
22,parecer2-225810_10medidas.txt,0.006821639273152563,3.299859632840224e-07,0.0005744440471308084,4.686474833630143e-05,145.5601388105294
23,parecer2-225810_parecer2-20181107.txt,0.05936710219832723,2.1646467353513578e-05,0.004652576421028845,0.0035460992907801426,16.741522819928278
24,parecer2-225810_Emenda-20181107.txt,0.05142065609352056,1.5490594996993192e-05,0.003935809319186232,0.0026595744680851063,19.33416669116373
25,parecer2-225810_parecer1-20181107.txt,0.05936710219832723,2.1646467353513578e-05,0.004652576421028845,0.0035460992907801426,16.741522819928278
26,parecer2-225810_parecer1-225810.txt,0.016225450746726863,2.6921948740513066e-06,0.0016407909294152338,0.00026595744680851015,61.007694807693
27,parecer2-225810_inteiroTeor-225810.txt,0.012185387485128948,1.3515131378322402e-06,0.0011625459723521648,0.0001498351813005693,81.3252760757506
28,Emenda-20181107_plmoro.txt,0.03560084906598365,8.089749862683223e-06,0.0028442485585270538,0.0012755102040816326,27.911065667731187
29,Emenda-20181107_10medidas.txt,0.033082873478255656,6.845068324812189e-06,0.002616308147908459,0.001101321585903085,30.039249118256134
30,Emenda-20181107_parecer2-20181107.txt,0.23992429290933828,0.025769667005287374,0.16052933378447495,0.08333333333333333,2.8790915149120595
31,Emenda-20181107_parecer2-225810.txt,0.051149561287232304,1.5301327492088354e-05,0.003911691129433452,0.0026315789473684197,19.436833289148275
32,Emenda-20181107_parecer1-20181107.txt,0.23992429290933828,0.025769667005287374,0.16052933378447495,0.08333333333333333,2.8790915149120595
33,Emenda-20181107_parecer1-225810.txt,0.0788999650806009,2.4795510279958047e-05,0.004979509040051845,0.006249999999999997,12.623994412896144
34,Emenda-20181107_inteiroTeor-225810.txt,0.059212721647348886,1.4980355676961022e-05,0.0038704464441406527,0.0035211267605633825,16.816412947847084
35,parecer1-20181107_plmoro.txt,0.0410996954309964,1.1495307588177448e-05,0.003390473062594282,0.0017006802721088433,24.16662091342588
36,parecer1-20181107_10medidas.txt,0.03819221323796197,9.783629190154172e-06,0.0031278793439252373,0.0014684287812041115,26.0088972150521
37,parecer1-20181107_parecer2-20181107.txt,0.26920726600028005,0.03863855904376556,0.19656693273225168,0.1111111111111111,2.4228653940025207
38,parecer1-20181107_parecer2-225810.txt,0.059053829608241126,2.1417138425384336e-05,0.00462786542861656,0.0035087719298245628,16.83034143834872
39,parecer1-20181107_Emenda-20181107.txt,0.23992429290933825,0.025769667005287374,0.16052933378447495,0.08333333333333333,2.879091514912059
40,parecer1-20181107_parecer1-225810.txt,0.09108442474502669,3.6960902200900764e-05,0.006079547861551939,0.008333333333333333,10.930130969403203
41,parecer1-20181107_inteiroTeor-225810.txt,0.06835695289621121,2.2162671496336785e-05,0.004707724662332833,0.004694835680751174,14.560030966892988
42,parecer1-225810_plmoro.txt,0.011412211527210274,5.829874511969398e-07,0.0007635361492404533,0.00013082155939298835,87.23494491399534
43,parecer1-225810_10medidas.txt,0.010596916939356061,6.614114730125093e-07,0.0008132720780971822,0.00011295606009262355,93.81450566411921
44,parecer1-225810_parecer2-20181107.txt,0.09224721996060545,3.7458956548222574e-05,0.006120372255690219,0.008547008547008544,10.792924735390837
45,parecer1-225810_parecer2-225810.txt,0.016347605413593393,2.661330304879899e-06,0.0016313584231798662,0.0002699055330634287,60.56787805736352
46,parecer1-225810_Emenda-20181107.txt,0.07990621728745542,2.5252849066370643e-05,0.005025221295263587,0.006410256410256412,12.465369896843045
47,parecer1-225810_parecer1-20181107.txt,0.09224721996060545,3.7458956548222574e-05,0.006120372255690219,0.008547008547008544,10.792924735390837
48,parecer1-225810_inteiroTeor-225810.txt,0.01881253776566582,7.229629027025998e-06,0.002688796947898074,0.0003611412062116294,52.091917073128656
49,inteiroTeor-225810_plmoro.txt,0.008516282543426418,3.592290166237676e-07,0.0005993571694939234,7.288629737609325e-05,116.84339649581045
50,inteiroTeor-225810_10medidas.txt,0.007907696945935688,4.0099106284417964e-07,0.0006332385512934123,6.293266205160443e-05,125.65330447091809
51,inteiroTeor-225810_parecer2-20181107.txt,0.06884435936453838,2.2358945591059645e-05,0.0047285246738342866,0.0047619047619047615,14.457315466553059
52,inteiroTeor-225810_parecer2-225810.txt,0.012207765487583951,1.3464016497782544e-06,0.0011603454872486274,0.00015037593984962443,81.18164049243327
53,inteiroTeor-225810_Emenda-20181107.txt,0.05963450780353544,1.5154050458642406e-05,0.003892820373282385,0.003571428571428572,16.697662184989923
54,inteiroTeor-225810_parecer1-20181107.txt,0.06884435936453838,2.2358945591059645e-05,0.0047285246738342866,0.0047619047619047615,14.457315466553059
55,inteiroTeor-225810_parecer1-225810.txt,0.018706660042554203,7.2037271951630655e-06,0.0026839760049529255,0.0003571428571428569,52.37864811915177
